Volcano Number,Volcano Name,Country,Volcanic Region Group,Volcanic Region,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
371050,Hengill,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Crater rows,Eruption Dated,150,64.083,-21.416,803,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,5722,5722,124106,204855
383020,Hierro,Spain,Northern Africa Volcanic Regions,Canary Volcanic Province,Shield,Shield,Eruption Observed,2012,27.73,-18.03,1500,Intraplate / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite,Foidite, , , ,20321,20321,20321,43696
290060,Hitokappu Volcano Group [Bogatyr Ridge],Japan - administered by Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Stratovolcano,Evidence Credible,Unknown,44.857,147.403,1610,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,5,130,1268,5735
283131,Hiuchigatake,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1544,36.955,139.285,2356,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,179,720,18567,7523509
390110,Hodson,United Kingdom,Antarctic-Scotia Volcanic Regions,South Sandwich Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-56.712,-27.176,835,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
371090,Hofsjokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Fissure vent(s),Evidence Credible,Unknown,64.833,-18.766,1765,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,0,3436
285020,Hokkaido-Komagatake,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2000,42.063,140.677,1131,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,173,23091,234213,962081
222070,Homa Mountain,Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Composite,Complex,Evidence Credible,Unknown,-0.38,34.5,1751,Rift zone / Continental crust (>25 km),Foidite,Phonolite, , , , , , , , ,16124,60670,628701,10069120
322010,Hood,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1866,45.374,-121.695,3426,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,0,850,9721,2067520
320080,Hoodoo Mountain,Canada,North America Volcanic Regions,Northern Cordilleran Volcanic Province,Minor,Pyroclastic cone(s),Eruption Dated,-7050,56.78,-131.28,1850,Intraplate / Continental crust (>25 km),Phonolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , ,0,0,0,2330
371051,Hromundartindur,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Composite,Stratovolcano,Evidence Uncertain,Unknown,64.083,-21.333,550,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,5738,5738,26028,201964
332040,Hualalai,United States,Eastern Pacific Volcanic Regions,Hawaiian-Emperor Hotspot Volcano Group,Shield,Shield,Eruption Observed,1801,19.692,-155.87,2523,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , ,35906,35906,46959,166240
354005,Huambo,Peru,South America Volcanic Regions,Central Andean Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-700,-15.78,-72.08,4554,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite, , , , ,Andesite / Basaltic Andesite, , , , ,301,1157,7271,1028814
357123,Huanquihue Group,Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1750,-39.887,-71.58,2189,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,22,108,3515,190322
354030,Huaynaputina,Peru,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1600,-16.6144,-70.8542,4679,Subduction zone / Continental crust (>25 km),Dacite, , , , , , , , , ,36,210,9153,1088509
390028,Hudson Mountains,Antarctica,Antarctic-Scotia Volcanic Regions,Western Antarctica Volcanic Province,Composite,Stratovolcano(es),Eruption Dated,-207,-74.33,-99.42,749,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,0,0,0,0
358057,"Hudson, Cerro",Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2011,-45.9,-72.97,1905,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite, , , , , ,0,12,28,81642
358030,Huequi,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Minor,Lava dome(s),Eruption Observed,1920,-42.377,-72.578,1318,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,7,1076,107960
261200,Hululais,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Compound,Unrest / Holocene,Unknown,-3.247,102.239,2122,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,9,21,45038,1566370
341093,"Humeros, Los",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Caldera,Caldera(s),Eruption Dated,-4470,19.68,-97.45,3150,Subduction zone / Continental crust (>25 km),Rhyolite,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, ,Trachyte / Trachydacite, , , , ,7461,27331,566898,5710131
253050,Iamalele,Papua New Guinea,Southwest Pacific Volcanic Regions,Trobriand Volcanic Arc,Cluster,Lava dome(s),Evidence Credible,Unknown,-9.5056,150.5239,194,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt, , , , , , , ,382,766,8026,113875
268030,Ibu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,1.488,127.63,1325,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1560,14549,64581,637988
222161,Igwisi Hills,Tanzania,Eastern Africa Volcanic Regions,Albertine Rift Volcanic Province,Cluster,Pyroclastic cone(s),Eruption Dated,-10450,-4.889,31.933,1146,Rift zone / Continental crust (>25 km),Foidite, , , , , , , , , ,37034,37034,105827,774440
263350,Ijen,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1999,-8.058,114.242,2769,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,1098,5504,664199,6846855
313020,Iliamna,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1876,60.032,-153.09,3053,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,0,0,1,7564
264220,Iliboleng,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1993,-8.342,123.258,1659,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,30359,87503,260688,757701
264240,Ililabalekan,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-8.55,123.38,1018,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,7747,14260,123287,756090
352041,Iliniza,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-0.662,-78.716,5162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite, , , , ,535,6034,158371,3941221
264250,Iliwerung,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,Eruption Observed,2021,-8.532,123.573,583,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,968,4318,79569,665081
343060,Ilopango,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,Eruption Observed,1880,13.672,-89.053,450,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Rhyolite, , , , ,2049583,2049583,2948989,6689160
352004,Imbabura,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,Composite,Compound,Eruption Dated,-5550,0.258,-78.183,4609,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,538,96294,477043,3245887
314060,Imuruk Lake,United States,North America Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Eruption Dated,300,65.517,-163.45,610,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
321070,Indian Heaven,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-6250,45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,687,687,6911,2019828
357041,Infiernillo,Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-6890,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,270,270,1374,40368
264090,Inielika,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,Eruption Observed,2001,-8.73,120.98,1559,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite, , , , , , , , , ,4601,27281,162299,818815
264080,Inierie,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-8050,-8.875,120.95,2245,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1073,7501,101938,809293
284120,Ioto,Japan,Northwest Pacific Volcanic Regions,Ogasawara Volcanic Arc,Caldera,Caldera,Eruption Observed,2024,24.751,141.289,169,Subduction zone / Crustal thickness unknown,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , , , , , , ,1179,1179,1189,1370
282020,Io-Torishima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Complex,Eruption Observed,1968,27.881,128.223,212,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,52818
345060,Irazu,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1977,9.979,-83.852,3436,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1978,25442,1667528,3432860
273042,Isarog,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-3500,13.658,123.38,1966,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,146,27806,1208269,4291363
211030,Ischia,Italy,European Volcanic Regions,Italian Peninsula Volcanic Provinces,Composite,Complex,Eruption Observed,1302,40.73,13.897,789,Subduction zone / Continental crust (>25 km),Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , ,Phonolite,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , ,18669,20210,383661,5729354
320090,Iskut-Unuk River Cones,Canada,North America Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Pyroclastic cone(s),Eruption Dated,1800,56.567,-130.75,1880,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,663
233014,Itasy Volcanic Field,Madagascar,Somalian-Antarctic Volcanic Regions,Central Madagascar Volcanic Province,Cluster,Volcanic field,Eruption Dated,-6050,-19.033,46.7,1800,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Phonolite, , , , , , , ,129121,129121,249291,4168513
231050,"Ithnayn, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,26.58,40.2,1625,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,3112,3112,3112,19734
283270,Iwakisan,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1863,40.656,140.303,1625,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,918,13229,465065,1617801
283240,Iwatesan,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Complex,Eruption Observed,1919,39.853,141.001,2038,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,439,18462,415920,2976795
342180,Ixtepeque,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Lava dome(s),Evidence Credible,Unknown,14.42,-89.68,1292,Subduction zone / Continental crust (>25 km),Rhyolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,131906,131906,374232,8263727
264110,Iya,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1969,-8.891,121.641,618,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,10837,46835,62974,535387
263330,Iyang-Argapura,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-7.97,113.57,3088,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,372,11959,1601344,10538031
341082,Iztaccihuatl,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,19.179,-98.642,5230,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,98,1343,1036172,27276280
284010,Izu-Oshima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1990,34.724,139.394,746,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468
283010,Izu-Tobu,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Cluster,Pyroclastic cone(s),Eruption Observed,1989,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355
284090,Izu-Torishima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2002,30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21
268051,Jailolo,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,1.08,127.439,993,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,7459,21868,79855,633186
376010,Jan Mayen,Norway,Atlantic Ocean Volcanic Regions,Arctic Ridge Volcanic Province,Composite,Stratovolcano,Eruption Observed,1985,71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0
322020,Jefferson,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,950,44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,0,823,556054
305040,Jingpohu,China,Eastern Asia Volcanic Regions,Central East Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,-520,44.08,128.83,1000,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,Basalt / Picro-Basalt,Foidite, , , ,35038,35038,149132,2372857
302060,Jom-Bolok,Russia,Eastern Asia Volcanic Regions,Baikal Rift Volcanic Province,Cluster,Volcanic field,Eruption Dated,-5180,52.713,99.021,2047,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,6,3578
322190,Jordan Craters,United States,North America Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,Eruption Dated,-1250,43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,28,232946
261220,Kaba,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2000,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259
284097,Kaikata Seamount,Japan,Northwest Pacific Volcanic Regions,Ogasawara Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,26.667,140.929,-165,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,0,0
241010,Kaikohe-Bay of Islands,New Zealand,Tonga-Kermadec Volcanic Regions,Western North Island Volcanic Province,Cluster,Volcanic field,Eruption Dated,400,-35.3,173.9,388,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Andesite / Basaltic Andesite,Rhyolite, , , ,13786,13786,18679,133899
284100,Kaitoku Seamount,Japan,Northwest Pacific Volcanic Regions,Ogasawara Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023,26.1217,141.0955,-95,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,160
311110,Kanaga,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0
272020,Kanlaon,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,10.4096,123.13,2422,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000
263020,Karang,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-6.268,106.05,1768,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1006,73942,1753655,23398992
223040,Karisimbi,DR Congo-Rwanda,Eastern Africa Volcanic Regions,Albertine Rift Volcanic Province,Composite,Stratovolcano,Eruption Dated,-8050,-1.506,29.45,4490,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , , , , , ,9657,85615,1198124,10835260
251030,Karkar,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1979,-4.647,145.976,1839,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,5,4159,20127,189841
233010,Karthala,Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Eruption Observed,2007,-11.75,43.38,2361,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,225379,225379,278330,399067
300130,Karymsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,54.049,159.443,1513,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,291,10848
372030,Katla,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Fissure vent(s),Eruption Observed,1918,63.633,-19.083,1490,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite,Dacite, , ,Andesite / Basaltic Andesite, , , , ,0,0,473,11326
312170,Katmai,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1912,58.279,-154.9533,2047,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,0,0,0,128
